mechanism,split,score_thr,metric,score_min_exportado,TP,FP,FN,precision,recall,f1
expert_E_large_solo,field_work,0.3,S-IoU,0.2514644861221313,386,34,1274,91.9047619047619,23.25301204819277,37.11538461538461
expert_E_large_solo,field_work,0.35,S-IoU,0.2514644861221313,369,26,1297,93.41772151898734,22.14885954381753,35.80786026200873
expert_E_large_solo,field_work,0.4,S-IoU,0.2514644861221313,352,24,1322,93.61702127659576,21.02747909199522,34.34146341463414
expert_E_large_solo,field_work,0.45,S-IoU,0.2514644861221313,339,17,1348,95.2247191011236,20.09484291641968,33.186490455212926
expert_E_large_solo,field_work,0.5,S-IoU,0.2514644861221313,314,15,1384,95.44072948328268,18.492343934040047,30.98174642328565
expert_E_large_solo,field_work,0.55,S-IoU,0.2514644861221313,294,13,1411,95.76547231270358,17.24340175953079,29.22465208747515
expert_E_large_solo,field_work,0.6,S-IoU,0.2514644861221313,268,11,1445,96.05734767025088,15.645067133683597,26.907630522088358
expert_E_large_solo,field_work,0.7,S-IoU,0.2514644861221313,228,6,1505,97.43589743589745,13.156376226197343,23.182511438739198
expert_E_large_solo,field_work,0.8,S-IoU,0.2514644861221313,162,4,1579,97.59036144578312,9.304997128087306,16.990036706869425
expert_E_large_solo,field_work,0.9,S-IoU,0.2514644861221313,64,0,1702,100.0,3.6240090600226496,6.994535519125683
expert_E_large_solo,test,0.01,IoU,0.0010040183551609,385,241,305,61.50159744408946,55.79710144927537,58.510638297872354
expert_E_large_solo,test,0.05,IoU,0.0010040183551609,333,125,357,72.70742358078603,48.26086956521739,58.01393728222997
expert_E_large_solo,test,0.1,IoU,0.0010040183551609,314,80,376,79.69543147208121,45.5072463768116,57.93357933579336
expert_E_large_solo,test,0.15,IoU,0.0010040183551609,294,67,396,81.4404432132964,42.60869565217392,55.94671741198859
expert_E_large_solo,test,0.2,IoU,0.0010040183551609,277,60,413,82.19584569732937,40.14492753623188,53.94352482960079
