model,label,split,geometry,overlap,score_thr,metric,TP,FP,FN,precision,recall,f1
co_dino_swinL_v1,Co-DINO Swin-L (v1),field_work,bbox,75,0.4,IoU,337,1041,1434,24.455732946298983,19.028797289666855,21.4036201968879
co_dino_swinL_v1,Co-DINO Swin-L (v1),field_work,bbox,75,0.4,S-IoU,293,1085,1093,21.262699564586356,21.139971139971138,21.201157742402312
co_dino_swinL_v1,Co-DINO Swin-L (v1),field_work,bbox,75,0.5,IoU,292,821,1479,26.23539982030548,16.487859966120837,20.249653259362
co_dino_swinL_v1,Co-DINO Swin-L (v1),field_work,bbox,75,0.5,S-IoU,251,862,1204,22.551662174303683,17.25085910652921,19.54828660436137
co_dino_swinL_v1,Co-DINO Swin-L (v1),field_work,bbox,75,0.6,IoU,250,653,1521,27.685492801771872,14.11631846414455,18.69857890800299
co_dino_swinL_v1,Co-DINO Swin-L (v1),field_work,bbox,75,0.6,S-IoU,219,684,1318,24.25249169435216,14.248536109303839,17.95081967213115
co_dino_swinL_v1,Co-DINO Swin-L (v1),field_work,bbox,75,0.7,IoU,187,506,1584,26.984126984126984,10.559006211180124,15.178571428571427
co_dino_swinL_v1,Co-DINO Swin-L (v1),field_work,bbox,75,0.7,S-IoU,162,531,1464,23.376623376623375,9.96309963099631,13.971539456662352
co_dino_swinL_v1,Co-DINO Swin-L (v1),field_work,bbox,75,0.8,IoU,119,355,1652,25.105485232067508,6.719367588932807,10.601336302895323
co_dino_swinL_v1,Co-DINO Swin-L (v1),field_work,bbox,75,0.8,S-IoU,103,371,1581,21.729957805907173,6.116389548693587,9.545875810936053
co_dino_swinL_v1,Co-DINO Swin-L (v1),field_work,bbox,75,0.9,IoU,32,158,1739,16.842105263157894,1.8068887634105024,3.2636409994900557
co_dino_swinL_v1,Co-DINO Swin-L (v1),field_work,bbox,75,0.9,S-IoU,32,158,1725,16.842105263157894,1.821286283437678,3.2871083718541345
mask2former_swinT,Mask2Former Swin-T,test,bbox,50,0.05,IoU,497,1867,193,21.023688663282574,72.02898550724638,32.54747871643746
mask2former_swinT,Mask2Former Swin-T,test,bbox,50,0.05,S-IoU,1314,1050,8,55.58375634517766,99.39485627836612,71.29679869777536
mask2former_swinT,Mask2Former Swin-T,test,bbox,50,0.1,IoU,493,1560,197,24.013638577691186,71.44927536231884,35.94604447685016
mask2former_swinT,Mask2Former Swin-T,test,bbox,50,0.1,S-IoU,1209,844,11,58.88943010228933,99.09836065573771,73.87717690192484
mask2former_swinT,Mask2Former Swin-T,test,bbox,50,0.2,IoU,488,1239,202,28.257093225246095,70.72463768115942,40.38063715349607
mask2former_swinT,Mask2Former Swin-T,test,bbox,50,0.2,S-IoU,1088,639,14,62.9994209612044,98.72958257713249,76.9176387416048
mask2former_swinT,Mask2Former Swin-T,test,bbox,50,0.25,IoU,485,1141,205,29.82779827798278,70.28985507246377,41.88255613126079
mask2former_swinT,Mask2Former Swin-T,test,bbox,50,0.25,S-IoU,1043,583,17,64.14514145141452,98.39622641509433,77.66195085629187
mask2former_swinT,Mask2Former Swin-T,test,bbox,50,0.3,IoU,483,1053,207,31.4453125,70.0,43.39622641509433
mask2former_swinT,Mask2Former Swin-T,test,bbox,50,0.3,S-IoU,1000,536,19,65.10416666666666,98.13542688910697,78.27788649706457
mask2former_swinT,Mask2Former Swin-T,test,bbox,50,0.4,IoU,476,931,214,33.83084577114428,68.98550724637681,45.39818788745828
mask2former_swinT,Mask2Former Swin-T,test,bbox,50,0.4,S-IoU,939,468,22,66.73773987206823,97.71071800208117,79.30743243243244
mask2former_swinT,Mask2Former Swin-T,test,bbox,50,0.5,IoU,465,827,225,35.9907120743034,67.3913043478261,46.92230070635721
mask2former_swinT,Mask2Former Swin-T,test,bbox,50,0.5,S-IoU,885,407,26,68.49845201238391,97.14599341383095,80.34498411257377
mask2former_swinT,Mask2Former Swin-T,test,bbox,50,0.6,IoU,458,722,232,38.813559322033896,66.3768115942029,48.98395721925134
mask2former_swinT,Mask2Former Swin-T,test,bbox,50,0.6,S-IoU,830,350,32,70.33898305084746,96.2877030162413,81.29285014691479
mask2former_swinT,Mask2Former Swin-T,test,bbox,50,0.7,IoU,446,591,244,43.008678881388626,64.6376811594203,51.65026056745803
mask2former_swinT,Mask2Former Swin-T,test,bbox,50,0.7,S-IoU,756,281,44,72.90260366441659,94.5,82.30811105062602
mask2former_swinT,Mask2Former Swin-T,test,bbox,50,0.8,IoU,422,419,268,50.178359096313905,61.15942028985507,55.127367733507505
mask2former_swinT,Mask2Former Swin-T,test,bbox,50,0.8,S-IoU,647,194,61,76.93222354340071,91.38418079096046,83.53776630083925
mask2former_swinT,Mask2Former Swin-T,test,bbox,50,0.9,IoU,365,190,325,65.76576576576578,52.89855072463768,58.634538152610446
mask2former_swinT,Mask2Former Swin-T,test,bbox,50,0.9,S-IoU,459,96,173,82.70270270270271,72.62658227848101,77.33782645324347
mask2former_swinT,Mask2Former Swin-T,test,bbox,75,0.05,IoU,342,2022,348,14.467005076142131,49.56521739130435,22.396856581532415
mask2former_swinT,Mask2Former Swin-T,test,bbox,75,0.05,S-IoU,960,1404,27,40.609137055837564,97.26443768996961,57.296329453894366
mask2former_swinT,Mask2Former Swin-T,test,bbox,75,0.1,IoU,338,1715,352,16.463711641500247,48.98550724637681,24.644549763033176
mask2former_swinT,Mask2Former Swin-T,test,bbox,75,0.1,S-IoU,882,1171,30,42.96151972722845,96.71052631578947,59.49409780775717
mask2former_swinT,Mask2Former Swin-T,test,bbox,75,0.2,IoU,334,1393,356,19.339895773016792,48.40579710144928,27.637567232105916
mask2former_swinT,Mask2Former Swin-T,test,bbox,75,0.2,S-IoU,798,929,38,46.207295888824554,95.45454545454545,62.27077643386657
mask2former_swinT,Mask2Former Swin-T,test,bbox,75,0.25,IoU,331,1295,359,20.35670356703567,47.971014492753625,28.583765112262522
mask2former_swinT,Mask2Former Swin-T,test,bbox,75,0.25,S-IoU,772,854,43,47.478474784747846,94.7239263803681,63.252765260139284
mask2former_swinT,Mask2Former Swin-T,test,bbox,75,0.3,IoU,329,1207,361,21.419270833333336,47.68115942028985,29.559748427672954
mask2former_swinT,Mask2Former Swin-T,test,bbox,75,0.3,S-IoU,739,797,44,48.11197916666667,94.38058748403576,63.73436826218198
mask2former_swinT,Mask2Former Swin-T,test,bbox,75,0.4,IoU,321,1086,369,22.81449893390192,46.52173913043478,30.61516452074392
mask2former_swinT,Mask2Former Swin-T,test,bbox,75,0.4,S-IoU,701,706,46,49.82231698649609,93.84203480589022,65.08820798514392
mask2former_swinT,Mask2Former Swin-T,test,bbox,75,0.5,IoU,313,979,377,24.226006191950464,45.36231884057971,31.58425832492432
mask2former_swinT,Mask2Former Swin-T,test,bbox,75,0.5,S-IoU,669,623,51,51.78018575851393,92.91666666666667,66.50099403578528
mask2former_swinT,Mask2Former Swin-T,test,bbox,75,0.6,IoU,305,875,385,25.847457627118644,44.20289855072464,32.62032085561498
mask2former_swinT,Mask2Former Swin-T,test,bbox,75,0.6,S-IoU,625,555,60,52.96610169491526,91.24087591240875,67.02412868632707
mask2former_swinT,Mask2Former Swin-T,test,bbox,75,0.7,IoU,297,740,393,28.640308582449375,43.04347826086957,34.39490445859873
mask2former_swinT,Mask2Former Swin-T,test,bbox,75,0.7,S-IoU,576,461,76,55.54484088717454,88.34355828220859,68.20603907637656
mask2former_swinT,Mask2Former Swin-T,test,bbox,75,0.8,IoU,285,556,405,33.88822829964328,41.30434782608695,37.2305682560418
mask2former_swinT,Mask2Former Swin-T,test,bbox,75,0.8,S-IoU,503,338,94,59.80975029726516,84.25460636515912,69.95827538247566
mask2former_swinT,Mask2Former Swin-T,test,bbox,75,0.9,IoU,260,295,430,46.846846846846844,37.68115942028986,41.76706827309237
mask2former_swinT,Mask2Former Swin-T,test,bbox,75,0.9,S-IoU,382,173,211,68.82882882882882,64.41821247892075,66.55052264808363
mask2former_swinT,Mask2Former Swin-T,field_work,bbox,50,0.05,IoU,465,3887,1306,10.684742647058822,26.256352343308865,15.188633023027927
mask2former_swinT,Mask2Former Swin-T,field_work,bbox,50,0.05,S-IoU,1338,3014,580,30.744485294117645,69.76016684045881,42.67942583732057
mask2former_swinT,Mask2Former Swin-T,field_work,bbox,50,0.1,IoU,458,3375,1313,11.948865118705974,25.86109542631282,16.345467523197716
mask2former_swinT,Mask2Former Swin-T,field_work,bbox,50,0.1,S-IoU,1238,2595,613,32.29846073571615,66.8827660723933,43.56087262491204
mask2former_swinT,Mask2Former Swin-T,field_work,bbox,50,0.2,IoU,452,2886,1319,13.54104254044338,25.52230378317335,17.694265022509295
mask2former_swinT,Mask2Former Swin-T,field_work,bbox,50,0.2,S-IoU,1125,2213,641,33.70281605751948,63.703284258210644,44.08307210031349
mask2former_swinT,Mask2Former Swin-T,field_work,bbox,50,0.25,IoU,447,2727,1324,14.083175803402648,25.239977413890458,18.078867542972702
mask2former_swinT,Mask2Former Swin-T,field_work,bbox,50,0.25,S-IoU,1085,2089,649,34.18399495904222,62.57208765859284,44.21352893235533
mask2former_swinT,Mask2Former Swin-T,field_work,bbox,50,0.3,IoU,443,2583,1328,14.639788499669532,25.014116318464147,18.469877006462372
mask2former_swinT,Mask2Former Swin-T,field_work,bbox,50,0.3,S-IoU,1048,1978,657,34.63317911434237,61.46627565982404,44.303529909110125
mask2former_swinT,Mask2Former Swin-T,field_work,bbox,50,0.4,IoU,440,2329,1331,15.890213073311665,24.84472049689441,19.38325991189427
mask2former_swinT,Mask2Former Swin-T,field_work,bbox,50,0.4,S-IoU,984,1785,670,35.53629469122427,59.492140266021764,44.49468686411937
mask2former_swinT,Mask2Former Swin-T,field_work,bbox,50,0.5,IoU,432,2121,1339,16.92126909518214,24.392998306041786,19.98149861239593
mask2former_swinT,Mask2Former Swin-T,field_work,bbox,50,0.5,S-IoU,915,1638,686,35.84018801410106,57.15178013741412,44.05392392874338
mask2former_swinT,Mask2Former Swin-T,field_work,bbox,50,0.6,IoU,419,1866,1352,18.336980306345733,23.65894974590627,20.66074950690335
mask2former_swinT,Mask2Former Swin-T,field_work,bbox,50,0.6,S-IoU,836,1449,707,36.586433260393875,54.180168502916395,43.67816091954023
mask2former_swinT,Mask2Former Swin-T,field_work,bbox,50,0.7,IoU,399,1569,1372,20.27439024390244,22.529644268774703,21.34260497459214
mask2former_swinT,Mask2Former Swin-T,field_work,bbox,50,0.7,S-IoU,747,1221,741,37.957317073170735,50.201612903225815,43.22916666666667
mask2former_swinT,Mask2Former Swin-T,field_work,bbox,50,0.8,IoU,362,1206,1409,23.08673469387755,20.44042913608131,21.68313866427074
mask2former_swinT,Mask2Former Swin-T,field_work,bbox,50,0.8,S-IoU,604,964,837,38.52040816326531,41.91533657182512,40.146227982718514
mask2former_swinT,Mask2Former Swin-T,field_work,bbox,50,0.9,IoU,259,556,1512,31.779141104294478,14.624505928853754,20.030935808197988
mask2former_swinT,Mask2Former Swin-T,field_work,bbox,50,0.9,S-IoU,314,501,1276,38.52760736196319,19.748427672955977,26.112266112266113
mask2former_swinT,Mask2Former Swin-T,field_work,bbox,75,0.05,IoU,222,4130,1549,5.10110294117647,12.535290796160362,7.251347378735915
mask2former_swinT,Mask2Former Swin-T,field_work,bbox,75,0.05,S-IoU,693,3659,758,15.923713235294118,47.76016540317023,23.88419782870929
mask2former_swinT,Mask2Former Swin-T,field_work,bbox,75,0.1,IoU,219,3614,1552,5.713540307852857,12.365894974590628,7.815845824411135
mask2former_swinT,Mask2Former Swin-T,field_work,bbox,75,0.1,S-IoU,642,3191,796,16.749282546308375,44.645340751043115,24.35970404097894
mask2former_swinT,Mask2Former Swin-T,field_work,bbox,75,0.2,IoU,218,3120,1553,6.530856800479329,12.309429700734048,8.533959678997848
mask2former_swinT,Mask2Former Swin-T,field_work,bbox,75,0.2,S-IoU,593,2745,826,17.76512881965249,41.78999295278365,24.93167963001892
mask2former_swinT,Mask2Former Swin-T,field_work,bbox,75,0.25,IoU,215,2959,1556,6.773787019533711,12.140033879164314,8.695652173913043
mask2former_swinT,Mask2Former Swin-T,field_work,bbox,75,0.25,S-IoU,574,2600,837,18.08443604284814,40.68036853295535,25.0381679389313
mask2former_swinT,Mask2Former Swin-T,field_work,bbox,75,0.3,IoU,214,2812,1557,7.0720423000660935,12.083568605307736,8.922243068584532
mask2former_swinT,Mask2Former Swin-T,field_work,bbox,75,0.3,S-IoU,555,2471,848,18.34104428288169,39.55808980755524,25.0620907654098
mask2former_swinT,Mask2Former Swin-T,field_work,bbox,75,0.4,IoU,212,2557,1559,7.65619357168653,11.970638057594579,9.33920704845815
mask2former_swinT,Mask2Former Swin-T,field_work,bbox,75,0.4,S-IoU,524,2245,861,18.92379920548935,37.83393501805054,25.228695233509868
mask2former_swinT,Mask2Former Swin-T,field_work,bbox,75,0.5,IoU,207,2346,1564,8.108108108108109,11.688311688311687,9.574468085106384
mask2former_swinT,Mask2Former Swin-T,field_work,bbox,75,0.5,S-IoU,489,2064,880,19.153936545240892,35.71950328707085,24.93625701172871
mask2former_swinT,Mask2Former Swin-T,field_work,bbox,75,0.6,IoU,202,2083,1569,8.840262582056893,11.405985319028797,9.960552268244575
mask2former_swinT,Mask2Former Swin-T,field_work,bbox,75,0.6,S-IoU,451,1834,904,19.73741794310722,33.284132841328415,24.780219780219777
mask2former_swinT,Mask2Former Swin-T,field_work,bbox,75,0.7,IoU,195,1773,1576,9.908536585365853,11.01072840203275,10.430596416154051
mask2former_swinT,Mask2Former Swin-T,field_work,bbox,75,0.7,S-IoU,408,1560,936,20.73170731707317,30.357142857142854,24.63768115942029
mask2former_swinT,Mask2Former Swin-T,field_work,bbox,75,0.8,IoU,175,1393,1596,11.160714285714286,9.881422924901186,10.482180293501049
mask2former_swinT,Mask2Former Swin-T,field_work,bbox,75,0.8,S-IoU,342,1226,1020,21.81122448979592,25.11013215859031,23.344709897610922
mask2former_swinT,Mask2Former Swin-T,field_work,bbox,75,0.9,IoU,133,682,1638,16.319018404907975,7.5098814229249005,10.2861562258314
mask2former_swinT,Mask2Former Swin-T,field_work,bbox,75,0.9,S-IoU,182,633,1412,22.33128834355828,11.417816813048933,15.11000415110004
mask2former_cos,Mask2Former Swin-T (coseno),test,bbox,50,0.05,IoU,188,6148,502,2.967171717171717,27.246376811594203,5.351551380586393
mask2former_cos,Mask2Former Swin-T (coseno),test,bbox,50,0.05,S-IoU,4854,1482,2,76.60984848484848,99.95881383855024,86.74052894924948
mask2former_cos,Mask2Former Swin-T (coseno),test,bbox,50,0.1,IoU,177,5162,513,3.3152275707061243,25.65217391304348,5.8716205009122575
mask2former_cos,Mask2Former Swin-T (coseno),test,bbox,50,0.1,S-IoU,3998,1341,7,74.88293687956546,99.82521847690387,85.5736301369863
mask2former_cos,Mask2Former Swin-T (coseno),test,bbox,50,0.2,IoU,151,3187,539,4.5236668663870585,21.884057971014492,7.49751737835154
mask2former_cos,Mask2Former Swin-T (coseno),test,bbox,50,0.2,S-IoU,2386,952,13,71.47992810065908,99.45810754481033,83.17936203590726
mask2former_cos,Mask2Former Swin-T (coseno),test,bbox,50,0.25,IoU,142,2661,548,5.066000713521227,20.579710144927535,8.130546807901517
mask2former_cos,Mask2Former Swin-T (coseno),test,bbox,50,0.25,S-IoU,2013,790,17,71.81591152336782,99.16256157635468,83.30229671011794
mask2former_cos,Mask2Former Swin-T (coseno),test,bbox,50,0.3,IoU,132,2161,558,5.756650675970344,19.130434782608695,8.850150854844117
mask2former_cos,Mask2Former Swin-T (coseno),test,bbox,50,0.3,S-IoU,1656,637,22,72.21979938944614,98.68891537544697,83.40468395870057
mask2former_cos,Mask2Former Swin-T (coseno),test,bbox,50,0.4,IoU,113,1498,577,7.014276846679081,16.3768115942029,9.821816601477616
mask2former_cos,Mask2Former Swin-T (coseno),test,bbox,50,0.4,S-IoU,1203,408,47,74.67411545623837,96.24000000000001,84.09646976581617
mask2former_cos,Mask2Former Swin-T (coseno),test,bbox,50,0.5,IoU,94,971,596,8.826291079812206,13.623188405797102,10.712250712250713
mask2former_cos,Mask2Former Swin-T (coseno),test,bbox,50,0.5,S-IoU,818,247,69,76.8075117370892,92.22096956031567,83.81147540983606
mask2former_cos,Mask2Former Swin-T (coseno),test,bbox,50,0.6,IoU,72,554,618,11.501597444089457,10.434782608695652,10.94224924012158
mask2former_cos,Mask2Former Swin-T (coseno),test,bbox,50,0.6,S-IoU,494,132,149,78.91373801916933,76.82737169517885,77.85657998423956
mask2former_cos,Mask2Former Swin-T (coseno),test,bbox,50,0.7,IoU,43,256,647,14.381270903010032,6.231884057971015,8.695652173913043
mask2former_cos,Mask2Former Swin-T (coseno),test,bbox,50,0.7,S-IoU,241,58,302,80.60200668896321,44.38305709023941,57.24465558194775
mask2former_cos,Mask2Former Swin-T (coseno),test,bbox,50,0.8,IoU,26,66,664,28.26086956521739,3.768115942028986,6.649616368286444
mask2former_cos,Mask2Former Swin-T (coseno),test,bbox,50,0.8,S-IoU,77,15,534,83.69565217391305,12.60229132569558,21.906116642958747
mask2former_cos,Mask2Former Swin-T (coseno),test,bbox,50,0.9,IoU,6,4,684,60.0,0.8695652173913043,1.7142857142857144
mask2former_cos,Mask2Former Swin-T (coseno),test,bbox,50,0.9,S-IoU,10,0,675,100.0,1.4598540145985401,2.8776978417266186
mask2former_cos,Mask2Former Swin-T (coseno),test,bbox,75,0.05,IoU,109,6227,581,1.7203282828282829,15.797101449275363,3.102761172786792
mask2former_cos,Mask2Former Swin-T (coseno),test,bbox,75,0.05,S-IoU,3449,2887,4,54.434974747474755,99.88415870257747,70.46685054653182
mask2former_cos,Mask2Former Swin-T (coseno),test,bbox,75,0.1,IoU,104,5235,586,1.9479303240307173,15.072463768115943,3.4499917067507053
mask2former_cos,Mask2Former Swin-T (coseno),test,bbox,75,0.1,S-IoU,2762,2577,9,51.732534182431166,99.67520750631542,68.1134401972873
mask2former_cos,Mask2Former Swin-T (coseno),test,bbox,75,0.2,IoU,88,3250,602,2.636309167165968,12.753623188405797,4.369414101290963
mask2former_cos,Mask2Former Swin-T (coseno),test,bbox,75,0.2,S-IoU,1513,1825,20,45.32654284002396,98.69536855838226,62.1227673988914
mask2former_cos,Mask2Former Swin-T (coseno),test,bbox,75,0.25,IoU,80,2723,610,2.8540849090260436,11.594202898550725,4.580589750930432
mask2former_cos,Mask2Former Swin-T (coseno),test,bbox,75,0.25,S-IoU,1286,1517,26,45.87941491259365,98.01829268292683,62.503037667071695
mask2former_cos,Mask2Former Swin-T (coseno),test,bbox,75,0.3,IoU,76,2217,614,3.3144352376798953,11.014492753623188,5.095541401273886
mask2former_cos,Mask2Former Swin-T (coseno),test,bbox,75,0.3,S-IoU,1047,1246,33,45.660706498037506,96.94444444444444,62.081233323450945
mask2former_cos,Mask2Former Swin-T (coseno),test,bbox,75,0.4,IoU,64,1547,626,3.972687771570453,9.27536231884058,5.562798783137766
mask2former_cos,Mask2Former Swin-T (coseno),test,bbox,75,0.4,S-IoU,773,838,62,47.982619490999376,92.5748502994012,63.205233033524124
mask2former_cos,Mask2Former Swin-T (coseno),test,bbox,75,0.5,IoU,48,1017,642,4.507042253521127,6.956521739130435,5.47008547008547
mask2former_cos,Mask2Former Swin-T (coseno),test,bbox,75,0.5,S-IoU,537,528,86,50.42253521126761,86.19582664526484,63.625592417061604
mask2former_cos,Mask2Former Swin-T (coseno),test,bbox,75,0.6,IoU,39,587,651,6.230031948881789,5.6521739130434785,5.927051671732523
mask2former_cos,Mask2Former Swin-T (coseno),test,bbox,75,0.6,S-IoU,319,307,170,50.95846645367412,65.23517382413088,57.219730941704036
mask2former_cos,Mask2Former Swin-T (coseno),test,bbox,75,0.7,IoU,25,274,665,8.361204013377927,3.6231884057971016,5.055611729019212
mask2former_cos,Mask2Former Swin-T (coseno),test,bbox,75,0.7,S-IoU,162,137,325,54.18060200668896,33.26488706365503,41.22137404580152
mask2former_cos,Mask2Former Swin-T (coseno),test,bbox,75,0.8,IoU,17,75,673,18.478260869565215,2.4637681159420293,4.347826086956522
mask2former_cos,Mask2Former Swin-T (coseno),test,bbox,75,0.8,S-IoU,56,36,547,60.86956521739131,9.286898839137644,16.115107913669064
mask2former_cos,Mask2Former Swin-T (coseno),test,bbox,75,0.9,IoU,5,5,685,50.0,0.7246376811594203,1.4285714285714286
mask2former_cos,Mask2Former Swin-T (coseno),test,bbox,75,0.9,S-IoU,10,0,676,100.0,1.4577259475218658,2.8735632183908044
