experiment,split,mechanism,overlap,score_thr,metric,TP,FP,FN,precision,recall,f1
juniperus_seg_homogeneous_20260905_105741,field_work,btm_forest_ensemble_weighted,50,0.6,S-IoU,0,0,1771,0.0,0.0,0.0
juniperus_seg_homogeneous_20260905_105741,field_work,btm_forest_ensemble_weighted,50,0.65,S-IoU,0,0,1771,0.0,0.0,0.0
juniperus_seg_homogeneous_20260905_105741,field_work,btm_forest_ensemble_weighted,50,0.7,S-IoU,0,0,1771,0.0,0.0,0.0
juniperus_seg_homogeneous_20260905_105741,field_work,btm_forest_ensemble_weighted,50,0.75,S-IoU,0,0,1771,0.0,0.0,0.0
juniperus_seg_homogeneous_20260905_105741,field_work,btm_forest_ensemble_weighted,50,0.8,S-IoU,0,0,1771,0.0,0.0,0.0
juniperus_seg_homogeneous_20260905_105741,field_work,btm_forest_ensemble_weighted,50,0.85,S-IoU,0,0,1771,0.0,0.0,0.0
juniperus_seg_homogeneous_20260905_105741,field_work,btm_forest_ensemble_weighted,50,0.9,S-IoU,0,0,1771,0.0,0.0,0.0
juniperus_seg_heterogeneous_20260905_111758,test,dense_baseline,50,0.25,S-IoU,587,121,60,82.90960451977402,90.72642967542504,86.64206642066421
juniperus_seg_heterogeneous_20260905_111758,test,dense_baseline,50,0.3,S-IoU,575,105,71,84.55882352941177,89.00928792569658,86.72699849170438
juniperus_seg_heterogeneous_20260905_111758,test,dense_baseline,50,0.35,S-IoU,561,95,83,85.51829268292683,87.11180124223603,86.3076923076923
